Turbine_ID,Wind_Speed,Rotor_Speed,Power_Output,Temperature,Vibration,Turbine_Age,Maintenance_History,Anomaly
58,24.328349532058116,18.676225749325432,423.3854157317015,30.072288811147686,6.8237094263636715,0,0,0
22,22.041156769667566,44.747554445123086,1595.9995178657516,9.604678845228634,6.350622178669428,19,0,1
89,20.97558556088416,27.304986326889278,876.0187625111173,27.538482460552785,2.778536639231115,12,0,0
49,8.673862194988676,58.78051004299574,2522.8926546523635,-3.725685160042466,2.563038708517853,8,1,0
91,6.759526922581448,42.0486038672666,142.61082709936613,28.638570983253956,9.426376372937096,14,1,1
59,17.710150838337483,51.124028181718046,1199.372741148615,1.8466662453324325,3.0528972969178154,2,1,0
42,23.446271760806887,16.626233637092422,1078.3020856303688,23.86965649444364,7.777502437518094,13,0,0
92,15.248783646306455,53.10072411363113,156.050129661043,18.289077742049816,3.9919058022500837,10,1,0
60,15.575479168337797,56.13785952566972,460.6683571014796,36.45723586058437,1.4786153007685694,11,1,0
80,9.159540060526252,34.353095940946794,1299.5637572640424,9.366125898765702,0.2060814471840536,12,1,0
15,19.928844530222612,40.31264688754887,1529.3072948975953,-6.691740558277978,5.488147636450983,12,1,0
62,7.114962468265514,48.24049004514977,1272.4402670391205,-9.042225722437355,9.760210303634434,0,0,1
62,10.120943200893361,18.741931363020626,1639.7192673950722,31.342928048637653,3.7544483187111246,9,0,0
47,12.359601649561169,35.12830382317212,1825.8818572264765,16.236781883071608,3.636204106531144,2,1,0
62,14.16742833105801,29.933151388615656,128.77908127072334,28.76220259174746,3.506507016709477,3,0,0
51,8.333014113131766,17.318699608112453,1445.8759624151612,1.7212800005757352,5.253383989318098,15,1,0
55,5.526410144262478,28.376721114576572,2894.147798574006,7.254187275661685,4.462582345900506,7,1,0
64,16.433640933715917,13.408615469274679,1605.1936123756914,-8.494806389434054,8.811154804597443,15,1,1
3,9.349872171285627,11.29059534747435,2064.872575630964,38.07461622870561,5.104655838062554,16,0,1
51,15.78724087129747,16.758314457741136,1004.4051879589613,23.393395335040672,5.126802598066831,18,1,1
7,6.395979736032451,58.15575557945869,2344.574996643011,36.66025438796531,1.4698787877335104,14,0,0
21,13.585082240805985,37.47647679475085,2341.4722974407337,3.2748203714536164,9.829121455012821,15,0,1
73,14.71696751613489,58.291108057661,1611.758538197003,20.573180561283042,2.574731619601414,14,1,0
39,4.1401178100933915,31.6248939165066,2930.4400875097194,23.924998414631894,0.8263042678500664,1,0,0
18,10.405294120266252,25.590806654262977,464.0956228116948,5.877485012879422,6.665147864854567,10,0,0
4,5.957122892657433,35.30709314201221,149.1482281797849,32.405461750781505,5.994127064553039,0,1,0
89,4.394249350400891,31.975584431645505,2333.4588140955784,37.35807314501239,4.209941974528182,14,0,0
60,24.779125112578797,15.283234213087196,2440.7510583581593,34.24275588480022,4.279703115418712,18,0,1
14,10.091784589443906,42.04131573451031,448.6009644496711,26.953348796968626,7.872132818359669,3,1,0
9,20.817237808801966,20.80190912547998,870.1902155799576,3.873233986247701,2.037555136986526,10,1,0
90,8.602094404802806,40.97939774489148,150.90185376322384,4.080802105281586,8.220507857554407,4,0,1
53,17.993059888926446,42.51005461990767,950.5949712636376,38.1680160223019,6.522596427560679,2,1,0
2,19.725012917573103,17.601242656432404,2342.1114343641475,-9.485775203215399,4.247800760417291,12,1,0
84,16.104052293372575,13.067481355533408,1602.085530366479,25.802498662107226,4.634483304180299,9,0,0
92,13.374676148103484,49.03807930342199,1109.4772201880355,25.31230812776311,2.6408073511423487,10,0,0
60,12.060500111239907,32.99002118846601,1178.0439552283578,21.134477047489874,7.54593189370005,17,1,1
71,10.675101863945898,12.90818977527379,103.92551457485764,39.50544230434329,5.17745994882215,1,0,0
44,23.449641173452168,59.74331585848836,969.4215299391841,5.593971788186261,3.2764599732234516,6,1,0
8,21.273626971330042,12.889028049818332,1974.7303507499985,6.998593189662408,6.000896146033408,8,1,0
47,24.230592034663278,44.75176144292766,2925.1638870674356,-6.053029852672223,9.957771075308099,9,0,1
35,5.734538916681984,59.18394626317068,2556.4763982533086,12.139906827186874,4.409096568599883,17,0,1
78,19.079084454480174,21.95900521079628,168.42539747203446,3.052426311742405,9.214844867708333,6,1,1
81,23.643490050062834,17.11246843435981,2705.825753557034,7.169335108882212,3.5156667152532046,6,1,0
36,6.987127455644523,16.069246971121444,2371.275398566015,31.728589512781383,0.6418537985573602,2,1,0
50,4.462917882069105,25.163757378379778,2363.0907583558433,36.77422567637478,2.1219968530474462,11,1,0
4,19.3046542843813,15.052290550532334,1428.1877011103572,-0.7133463997407183,4.245081918944074,6,0,0
2,15.638408489958062,44.6080670847066,1254.2153495680582,8.625446577673294,2.2743857930862332,16,1,1
6,21.520233088681984,13.114589906503134,978.4556136162586,36.4315281057697,0.10224767836072983,0,0,0
54,6.074992285778369,35.471106407489486,290.51509096766074,-6.909576965538868,9.158515223700519,4,0,1
4,20.495880860917584,59.83484269264884,761.8825541317274,-5.3819735944310745,8.454406171186196,15,1,1
54,7.43580104105038,50.69851347530094,815.1505414362714,-1.8604505396885322,7.448693091720776,14,0,0
93,6.600430743045499,40.76097191155054,1503.8235021595847,19.760641706343737,1.7613644968956836,1,0,0
63,6.613847554481845,25.312681039330585,2267.5887791304126,-2.4763864497001267,1.2915994044788621,8,1,0
18,20.920643845090407,41.19479181458192,1474.0485023540452,38.40381907253668,0.7692870197765932,6,0,0
90,17.6343388553164,36.35207319558258,267.74890339676574,12.335726362926017,7.26788896885192,3,0,0
44,14.507439344920625,31.304169194518575,2877.5904228657914,15.075898017508319,9.295198810810064,19,1,1
34,10.894270650717054,16.535518837009974,2833.9005253729256,2.332930790270325,4.362304627039066,17,1,1
74,22.298411897888382,54.330210762023334,2377.0496751303845,13.548012621736675,1.279492652760877,3,1,0
62,11.633792363297978,32.48923244106612,2974.8509145362395,23.095681631850574,5.172688925247855,12,1,0
100,20.965187668374696,19.731125591038253,1678.9987651207625,27.55885684770214,3.5534358838404385,0,1,0
14,12.660967988544805,28.38796754386448,2892.0282157342976,27.693404135495648,3.8107667510649774,2,1,0
95,11.292777447347966,30.70648762644635,319.2546177885772,18.894555634704417,6.251173179141502,15,1,0
48,13.178955284731341,51.37689477834371,1160.4741699579768,35.217988749692864,7.215309321295804,3,0,0
15,9.630313231611126,46.6807190280701,753.6056772196209,30.87039236530547,1.1949756288442925,15,0,0
72,19.447406363877526,48.46524468206699,667.9159439893831,27.852405734931274,0.45234328498411625,18,1,1
78,14.059848582034542,10.55156322143236,508.32855178876065,-7.219723915976969,9.943869996588576,0,0,1
87,8.108679293229981,30.807699908988077,1904.9995605413903,-9.656101889017535,2.4040106542639634,4,0,0
62,22.790640612040505,34.06720758176618,2365.8333816671848,0.6223638597736478,0.6329221965937448,18,1,1
40,11.445606870210652,10.959613841152834,1777.0653583190458,23.176179695672616,1.979765758049608,10,0,0
85,14.958162944507748,22.990660437251712,526.191857805808,10.559874444127292,0.48568267884979577,12,1,0
80,22.942386441220034,48.01449115610675,2452.258932807066,10.120312964965585,3.97892785671,19,0,1
82,16.733235910107826,16.85548528644995,1944.2686507748126,34.22934441148069,8.043777666068111,4,1,1
53,5.571756895584009,36.76550657262958,1225.680547768287,34.77814240659194,3.4783200526014344,3,0,0
24,23.676306719496452,20.760093600861875,2054.9778570545823,35.458763202679286,4.497415728095828,3,0,0
26,16.80957716757119,10.606038732194664,853.7244398042153,5.693903825751365,6.788309058317644,3,0,0
89,10.367923522455895,22.060072879977074,1101.0574046332104,24.55279063696309,5.138051293691814,3,1,0
60,6.0639855985945195,58.79368774550269,2760.7089450827716,3.5816590637184813,8.62831229161111,19,0,1
41,20.46855416394651,50.07685559414948,942.4630664471191,-0.4695083462775109,8.67375318295299,17,0,1
29,16.6416006304273,57.97883221605167,1462.965977658016,-0.7683771326315387,0.19811588536242108,17,1,1
15,14.736144023479074,34.392702196318126,2681.4092984484423,7.105381043179701,7.802658434183671,15,1,0
45,22.66563682712107,15.486809933875175,2152.3919157758296,11.497880988991085,4.661262642392571,8,0,0
65,20.349138646939675,37.39797444868465,280.38935587763797,31.54745855275342,9.889521358906265,17,0,1
89,6.3368473541205255,32.71886672799805,527.1788284090139,-4.005445326364395,4.883997551166808,1,0,0
71,9.85788549150206,52.2178541369808,122.74061323855878,26.746292369744708,9.870269859344145,3,0,1
9,8.466761075918246,14.90412903921223,1929.6731916645738,16.572745709465266,7.570236675936792,11,1,0
88,19.366818436598894,34.412056851088906,1398.2529336902132,4.397267133799623,2.5611883576717327,6,0,0
1,3.737713564187146,17.50243323469921,489.39706761659903,14.640979226641228,5.430110294940881,14,0,0
8,15.537573067168964,26.233796344503,2878.0089510646344,4.997103488851133,9.92214283083797,6,1,1
88,19.774091086295194,46.86785386938998,1636.0131994422977,19.804097761915298,8.589553016744045,16,0,1
63,22.28884400875849,33.80090646843833,801.4905529273786,11.69219614276221,1.0639322485330889,15,0,0
11,10.525798471749965,28.794414257288466,1551.7503563486518,-1.7797235460560632,7.093082768418961,18,0,1
81,21.067660702784284,29.723813928501766,2070.8989649318128,-4.170846272215164,3.5212379001210494,8,1,0
8,5.433898213014559,32.97233842029933,321.09373212333696,17.33478410360651,0.16912439261544637,13,1,0
35,21.6219504181594,49.25082719185284,896.6410636388867,35.12065166430517,4.094461593367296,16,0,1
35,5.804750571303613,54.60423444701172,2440.1999235635813,7.197884327884278,2.424068775077216,4,0,0
33,11.74032039232808,57.76673432519642,1433.0281241677176,26.650005361131157,8.206805778152669,1,1,1
5,20.54049804715018,49.34516931276475,1685.0737118936552,22.93306774698835,3.4395730275730787,19,0,1
41,6.298183401673024,25.77034478740064,1355.1664064074607,36.57774571547405,8.29248457014279,15,0,1
28,8.043530695118113,44.40673530432711,227.30983366471486,31.049050864957046,0.10591959446447356,13,1,0
7,18.88955650464746,31.880156202769598,580.6743614784522,18.330262945273148,3.14740958525858,13,1,0
73,18.840803804013635,22.733531102302557,1392.0707523514836,22.85152491170537,2.4875356216468436,0,1,0
72,17.10524792347654,52.04357897129613,706.6378496829907,34.919323329201745,2.4123168745792487,2,0,0
12,18.2668657782762,11.92131744811625,244.93918311306834,9.97593922934674,0.7750475356780807,6,0,0
34,14.939937753647115,55.08809960677117,2546.5840257502887,6.339735292888868,1.9525302770639672,14,0,0
33,8.539579295952962,33.0738732312367,2945.458334575936,-9.459445818240184,5.599940741867637,18,0,1
48,10.605311857086228,41.86007384041402,2400.1143345905443,31.32755370957321,2.984474621093671,19,1,1
23,6.9951497696313645,42.96769611028913,2575.9762729435342,30.049035020168247,4.232208345058565,1,0,0
62,22.985912349339824,54.75588703532682,801.7336779194316,-4.777274094992431,3.8309821154371666,18,0,1
88,15.83461948485465,41.833484108360366,2885.8182289882793,18.842869056635013,8.771458757498957,8,1,1
37,11.818731168800078,40.696679238003085,671.0845429149423,13.199084908344368,9.062460090204103,18,1,1
99,13.16412768017092,13.332602028034497,2859.1464500493134,-4.0645452245444265,4.980274019393014,4,0,0
44,23.840233471459936,35.9204010972602,2984.975952501258,39.02841135303618,3.368543908124484,17,1,1
86,6.373730868553764,17.508450040852082,2163.996136663541,0.7347943731677713,1.1573269696234,15,1,0
91,15.897056304369539,46.87168843607428,2945.3168221962837,-6.638290995471943,9.53868850588274,3,0,1
35,14.129550935458251,35.611096040633726,1751.6653607446005,19.74236897509548,0.6962467545129448,11,0,0
65,16.45199317956225,44.01138896041766,852.671171210662,26.943333856651634,3.0467377479259765,6,0,0
99,3.3984240440584914,12.083645030119214,1367.2880684303004,-8.377827697640651,3.0508553915830414,13,0,0
47,22.186725996771333,14.23960080229016,1821.3267125984794,22.93588193635111,3.271972732788128,11,1,0
78,23.50660221463947,45.81616940313411,311.93652987834344,16.614593797572724,1.726439748396852,2,1,0
3,15.432930038962597,13.604216799933669,1904.7954673900138,-4.836749556247579,7.853298166144602,4,0,0
1,18.32631812529163,13.56283638826293,2945.415726610654,-1.3738061526818974,1.3127288334632934,16,0,1
5,23.294986385900504,10.605423761744373,651.3121843728101,18.398714865804024,6.385575925616312,9,1,0
90,18.559249954894767,57.82506991497401,2398.5258372363114,4.817880675664419,1.326075664387593,9,0,0
14,6.355858944113749,46.875417972950345,2732.906501960896,36.9157864325658,0.7983028121702699,10,0,0
27,15.678343923669889,27.66257042510321,2836.7346191786405,30.937011474202542,9.103352086490178,16,0,1
9,16.347731020422827,24.826779064382762,2884.393252775797,39.17836032568315,1.9822747865551864,4,0,0
79,12.330874768652492,27.485161487292476,1612.2329522922687,2.983541947520699,8.230376530141072,12,1,1
15,19.201773183743903,48.732676559059094,2934.192933175361,38.48618163989885,5.491845623960645,9,0,0
90,23.556074324918328,43.068530553520716,2296.1996006898726,11.561693489577895,0.8707795441268191,8,1,0
42,23.36250728394908,19.259778393373395,568.8471650871895,7.375939765687733,9.558937095236868,16,0,1
77,12.918466170890905,18.70546676670422,1483.0103087571129,-7.482523651532338,2.5449155532197363,0,0,0
51,5.491237008496616,14.919782485669867,2183.1604085788117,-7.361737107019869,8.610488918990804,3,1,1
63,24.66650637717136,43.015135985066905,817.2869158753417,24.600562797332735,1.7712190572671855,3,0,0
96,21.45575790181055,48.218633111086795,1957.7840322917734,12.896449721701394,8.554034533204343,17,1,1
52,5.74257898647187,23.2523214162502,2033.1413892351957,1.326081301805285,0.23096524776241045,8,0,0
96,23.25852141758219,11.04724805154564,571.8292570448411,20.69851531626163,5.166626520037859,17,0,1
4,22.137719965366824,14.108583373821368,1738.7474061129933,2.642905912505558,7.717481536273413,13,0,0
94,14.414437256773587,58.39300174225152,2337.718041837962,18.88158771722113,9.354475623178555,14,0,1
23,16.00805958638844,24.77223887387101,1546.7974271542316,7.960437349134516,9.101101148444222,5,0,1
15,11.778059485142865,48.46115739190668,135.09903865071152,31.17761133059095,8.214286208521685,9,1,1
43,4.204756054084689,41.23317844271319,126.21156032994732,31.034808038338966,8.893094361646911,14,1,1
29,10.37433931620982,29.096981982644795,1135.3850975130354,13.867519906120066,2.0722748897870575,3,0,0
36,20.662775869156253,20.284363109777757,2785.9627984521676,7.5409554667507805,2.913424527546115,17,0,1
13,3.101904506101263,16.069320907970322,763.1626608504654,8.127989827954728,2.9607883967184794,17,1,1
32,10.336981777205171,40.75064840194333,1939.6546977278927,30.285726283410895,3.8328339169168184,16,1,1
71,11.759711259000753,48.7316890318894,744.0200250106296,6.408974139880598,3.993874636813368,11,0,0
59,14.822703264634303,42.19521267705653,1032.842970012691,0.4529686853423005,5.491097714081287,6,0,0
86,23.23682356108073,36.51510666245792,2559.3220598443036,-5.765582906234659,1.6828096573277698,15,1,0
28,10.619611876051147,12.097561171581813,2213.698182582846,13.33465604422042,6.943341971481294,10,0,0
66,10.63297044171701,58.42443887971919,376.6579042083108,14.106604945992093,1.7589087391146143,13,1,0
42,19.225027458414463,49.93570958272873,1343.2358608606576,32.04543552014536,3.172053972835021,2,0,0
45,12.948794699575757,24.64110183504824,184.59231457126697,1.0619348223031988,5.083116793000925,18,1,1
62,7.941306104679603,58.99851646794253,1494.581425148726,9.049563683419997,7.9847615590824255,17,1,1
57,12.953669354919255,40.09407948181611,2021.0586339330973,30.42028694468455,7.4207454090634,9,0,0
6,6.098854448355597,39.12113291036232,443.65760843463954,31.181180537448675,6.4907901284641705,5,1,0
28,6.880513703136913,47.4036589714766,937.7663228365805,9.23055379893841,1.6421552797436847,12,0,0
28,13.964091000268555,50.58848940450688,1253.7262139562552,12.956201164334043,5.515748921594219,9,0,0
44,12.216359889100055,42.823930366575134,2766.639971502544,5.164294542464146,0.9657203678188659,17,0,1
84,23.1266098234982,16.40478731831,2980.4395447265956,36.6277439209656,3.8358954502868428,19,0,1
30,10.97266578056593,26.91337529972492,230.24276708728598,-4.067811712920984,4.193813649870595,15,1,0
62,15.772943706116957,56.404182016302485,2306.922978136637,36.6874711500735,0.49413325051296286,5,0,0
75,16.90981433422967,21.230780592192595,1177.9997925667953,24.193322591767163,2.8124821847527213,12,0,0
92,3.28807804494334,28.608351191875666,1238.1287400654921,16.57860763433656,9.560929725938244,3,0,1
89,17.597822184367633,31.6038441472098,2287.368422706366,-8.367046960775205,9.540962817513925,13,0,1
62,6.916791271134532,31.970249484722608,2763.436653221685,13.779809591100413,3.5880378371001393,0,1,0
97,24.14354698432801,40.64697912472627,2857.6929240573904,10.387405250136613,0.5266910785884081,19,0,1
1,6.2705800105684855,57.15379188723538,1773.6554995111303,-1.9390594012438722,1.8730398993489974,4,1,0
27,12.121730721994522,22.034635591625246,1135.651361971458,22.82048017503285,3.9829561549920474,7,1,0
62,4.877692697730165,16.075068815045903,2383.89234899046,38.55754536841429,9.483019009895376,11,1,1
77,24.93123354061084,19.873524492996864,827.9040114606707,18.109440553226257,1.4978707290181308,1,0,0
3,14.048290227287337,54.34624501046348,1735.8146836172016,25.73766382219729,7.658806852315301,11,0,0
70,16.09847038104096,42.2905406327603,1139.8775384221321,-6.57747737169916,1.1759571398094517,4,0,0
72,4.475682502545404,24.295339461958008,2004.2301137528407,10.883349790849735,9.814450016173641,4,0,1
27,19.49913034878191,50.797346948430864,797.15684739117,-4.182075741775206,3.8780033411804364,12,1,0
9,7.617923048102886,53.0684998181718,655.6195426309947,20.63979177682552,7.774821935100655,8,1,0
62,22.757194367695703,52.3257169345139,2762.8933513587676,36.92410791070773,3.4916517198302053,9,0,0
37,7.513072090604158,55.94632668197772,395.230680553657,23.088886623581928,6.313921883872206,0,0,0
97,7.195129854600665,22.61205100866808,1567.277932431302,-6.159847584278923,2.0009592389263635,2,0,0
51,3.804092692658087,47.75209643731392,740.4730705927259,7.733310249254142,1.5456080910399292,17,0,1
44,13.385472792419984,33.026974863707,212.8968936444356,17.533168972042578,9.3868349817245,11,0,1
24,15.426504931777561,52.099927644503076,204.45457304513653,10.160387806662612,9.18470805125389,2,0,1
79,4.445590067423752,46.42453385808066,608.1431391068993,31.682200523758617,8.885942508107535,8,0,1
59,20.06160756729023,48.82237232498623,2613.634028067401,30.733550235499457,6.291791156649275,1,1,0
32,12.972354364456608,42.808091884053574,919.1883575333773,20.591551005161072,8.101855291041154,2,1,1
96,14.536585925206762,18.87143847348534,2856.3315946683574,8.672897256635263,0.7834656754226117,13,1,0
88,12.696780432641019,37.25134594484692,1786.7046496686612,2.766818688162207,3.414411514717724,3,1,0
52,11.816787339257171,59.23348697622541,1366.1811503294216,-4.7062840893435345,3.205660935095847,18,0,1
62,15.312087288780793,56.869403324855945,1782.2576205414184,7.7448841743277015,6.3928886873308715,12,0,0
58,6.415285410475676,12.158686789850584,1598.4253171561766,10.658625860385975,3.6239819573593413,6,0,0
52,7.002418870895965,18.240740786471857,2300.451135896243,23.791146255203678,1.5702171382724401,11,0,0
12,21.95928366229738,16.586438672728097,919.2385913212715,22.90799121487867,6.005024046594083,2,0,0
39,23.81454016693992,46.29899549926478,1123.846135640877,-6.494593017937152,8.162400814623906,8,1,1
2,11.212804958154564,50.889266492847256,2692.873477346427,9.762965771557887,3.8830225951537347,1,0,0
3,8.956382809158182,20.675568315533596,2844.723888136176,-0.9110566391319033,1.409460279474969,8,1,0
56,17.16798995125835,35.29263464759145,2688.418859710776,-2.1593647341597153,2.047213153396948,11,0,0
81,11.992151764158121,52.03515140056,1316.3991824762095,31.365107486862293,2.4510847211769016,11,1,0
59,3.558499824527587,46.64007723831253,2363.0599587199567,-7.904239164187123,3.0689861706459087,14,0,0
2,6.435357142056188,37.111860274592416,1481.3736265731866,10.959143795106066,6.46367119801246,1,1,0
2,18.751389034642745,39.51738452293864,1542.8655712236964,-1.5898172116740898,6.049360296923418,17,0,1
92,17.49632672202333,35.418027345814,693.5723162661235,33.9665107839237,6.991190629513688,12,0,0
54,3.596111835076637,24.87742256594103,1814.2778794496978,17.852025663751757,3.6887696468619806,13,0,0
87,7.883387562524888,38.251099642950805,639.794103484709,1.5690318188424008,8.257576753611785,4,0,1
96,8.08364552493757,44.44426510250453,1061.537627294862,15.121364358318822,2.1204678454420267,9,1,0
97,17.781640359172023,53.666145793040386,2579.587584697812,26.574317985155794,4.743503400429724,11,0,0
1,3.4336318305960116,41.814567698962406,700.5198467114801,37.90590044597169,8.02929334326016,9,1,1
19,5.290388803660624,48.0560768521579,306.35902700295514,1.022300212270947,1.8835706125529308,10,0,0
2,20.598153878210166,18.00358174772865,300.1220185771673,34.309088606467256,1.1876448260337513,1,1,0
53,6.9279825651953395,33.077873720989494,2828.275109459013,36.71520570837451,8.848471280111099,4,0,1
44,17.360414372741243,10.466580991354665,1570.0692700893203,35.82102722660331,3.49500366131604,6,0,0
90,8.240021183027984,22.333943226081153,1287.295008269353,21.770717843095493,6.870314236599416,5,1,0
32,5.1877106407055935,46.32308575565024,2451.5478849229635,21.491032721735383,0.35095118221299093,2,0,0
70,8.349788201987991,59.59049756746817,2523.8951909404964,10.16053165919114,6.931464195253551,12,0,0
32,18.889872500824502,14.958904979360796,1063.3539960352532,27.619894115189396,3.2294029843150085,2,1,0
68,21.825322298338286,30.074715793064414,2111.492366674006,16.564700917546595,0.6518344505156732,5,0,0
55,21.264837020473816,50.00354843495798,2336.256165970471,23.871903561414726,6.137146339326359,10,1,0
75,11.738037651606007,20.201781731444942,1998.486991911268,11.422895192439771,2.4839577791244154,16,0,1
56,17.697873004554218,37.75424746511431,539.6257169202881,26.574823202156956,3.9293916963136124,9,1,0
17,7.509654499148061,46.65356480148374,2640.0609421994654,31.22357588022745,0.8977500416364845,11,1,0
38,9.44925006574229,40.79927251300895,1663.3742029344253,-2.6781871698591946,1.556916185839959,16,1,1
24,22.719388007464634,19.401236730770805,919.1700364730107,31.6464857787114,3.0499746314088534,3,1,0
69,3.286042317236193,27.769228434286973,1333.1617377693124,17.014826589515362,0.9886190555455556,1,0,0
98,4.881187678798298,49.18958922426986,208.9561621568314,32.233295454511214,9.117180020394521,10,0,1
70,7.573497613212601,37.71132570660083,470.81372354501093,11.56508531705073,0.15986572752138634,6,1,0
86,3.583708485224034,10.261480677145636,2320.0855764959965,8.952024269151753,4.890216166756683,1,0,0
11,6.9915795719755405,48.04953800140469,100.03374079056181,35.75303662586112,1.3201498355122594,17,0,1
16,15.826914341333229,11.765567747011954,1308.0409025986473,2.5584633774200647,3.146022985831691,3,0,0
97,12.271340113034954,47.286689136561606,1615.2795251482064,32.210616264307156,9.267989642200828,7,1,1
73,22.638777643693448,20.12402800826187,258.43981800281966,14.201028625470205,1.70077607741247,19,0,1
59,20.9837583582457,57.90367400596901,2921.926672619765,15.704772127562986,9.661739965211494,13,0,1
70,10.519981737353271,28.397037565104224,755.7634606240487,5.4234140744742,2.137364332195275,11,1,0
80,8.707315535488434,26.346580816903955,982.1762869452145,18.652110030950784,7.441504473821612,17,0,1
93,11.353232979679872,17.444402516622233,981.4332855395793,6.260559813810566,5.512104922483386,10,1,0
3,15.98648873532577,25.280210774510742,768.2083201403148,-8.036529287917384,8.856339403207915,7,1,1
20,8.897400098103278,53.83253809141003,104.2740840503031,3.599930267217802,5.584533229480996,1,1,0
59,16.731275972680947,59.81671688136237,2215.0999028551896,-9.681047829670465,5.392136269647455,14,0,0
36,12.00705634820729,28.415476525342417,2903.8519494179277,38.91773935284283,2.035034203647159,8,0,0
19,15.145037978743565,32.43053154772713,750.4511015266306,38.287360490987375,1.7456706843114216,18,1,1
90,12.594783640976967,46.10354691013685,2022.836856229925,9.757764873615251,9.173242596043591,19,1,1
67,9.478246709922189,54.30978902325373,2251.499348180274,26.4185427169823,3.3455981686153375,7,1,0
19,23.865972753167448,39.65221670933921,2560.433599362522,7.290304920521248,3.78361432413267,18,1,1
20,19.799327471514736,29.576284908891466,1325.6246713394664,23.554657854298803,7.622254218441045,4,1,0
96,6.082489866861956,30.631092042431188,978.4996263572448,30.271502152298957,3.454352475985793,10,1,0
71,22.10629546975408,44.78090732484034,1043.3558886667902,37.33781223461204,9.525418221726127,14,0,1
52,13.7234863614893,10.160913180213933,2166.6018659856873,10.0106137924836,7.405484913088123,7,1,0
33,22.680148991670013,40.979466872992035,2468.6604528663447,29.164899147802387,6.014549501476858,18,1,1
40,20.596815630840936,27.77465052206787,626.6805064941477,3.2964225316059395,8.82086208939305,7,1,1
39,12.354697098323136,49.70986656385421,1175.728923657519,39.51661518968242,0.5910984926598792,18,0,1
82,3.4943247830425825,14.649531991156607,2715.626570572535,-8.711520061782442,2.6449206526731666,17,0,1
1,8.910901906468814,39.410113347419525,2439.411207114744,20.17644032505605,4.703859708787008,9,0,0
11,14.915952722539073,34.04864449430619,2956.08936801118,22.97529908256636,2.3470875407680585,6,0,0
92,16.93652083617524,42.11627629526137,2287.3199530780344,24.402277853706444,7.464661354291304,8,1,0
57,8.67352907953045,13.242679724148417,1240.2660829809745,-3.980621060545549,9.200159507431879,0,0,1
89,6.065833629602131,38.999189371406565,1812.8497185844494,36.92648917365652,4.295324187316141,18,1,1
50,21.36846520958458,38.07422939797618,2016.9413373172288,-0.9408360474958606,3.4871127411077603,4,1,0
23,24.656847975478147,38.03300472080855,327.52186731965946,21.137670161992055,9.619352248161906,18,1,1
31,14.565184010659088,40.17438332982274,1679.0411814012089,1.1338039561542477,4.504039084992654,0,1,0
